Reward from homework,Course relevance,Interdisciplinary learning,Cooperation and Discussion,Homework numbers,Scale,Average time spent,Homework deadlines,Step by step,Feeling,Difficulty of implementation,Difficulty in understanding,Student qualifications,Student concentration,Student responsibility,Research relevance,answer,reward,time_cost,feel,ability
8,moderately correlated,fifty-fifty,always,>=7,medium,>10 hr,two weeks,roughly,rewarding,moderate,difficult,low,between low/middle,between middle/high,between low/middle,1,10,4,6,-3
9,modestly correlated,fifty-fifty,always,5-6,medium,>10 hr,three week,no,motivated,difficult,moderate,middle,low,middle,low,1,8,4,2,-4
7,modestly correlated,often,always,>=7,small,>10 hr,a month,fifty-fifty,inspired,moderate,simple,between low/middle,middle,between low/middle,low,1,8,4,4,-4
5,highly correlated,often,common,>=7,large,1-3 hr,a month,no,rewarding,moderate,simple,between low/middle,low,middle,low,1,8,5,2,-5
10,highly correlated,often,without cooperation,>=7,medium,5-10 hr,a month,no,motivated,moderate,moderate,between low/middle,middle,between low/middle,between low/middle,1,8,5,3,-3
10,moderately correlated,often,often,5-6,medium,>10 hr,a month,roughly,motivated,moderate,simple,low,low,low,high,1,12,5,4,-4
8,moderately correlated,fifty-fifty,often,>=7,medium,>10 hr,two weeks,roughly,motivated,very easy,difficult,low,middle,between middle/high,low,1,8,4,2,-3
10,highly correlated,fifty-fifty,common,>=7,medium,>10 hr,three week,fifty-fifty,rewarding,simple,simple,low,high,between low/middle,between low/middle,1,10,5,2,-2
9,highly correlated,a little,common,>=7,small to medium,5-10 hr,a month,fifty-fifty,interested,difficult,difficult,between low/middle,between middle/high,between low/middle,between low/middle,1,8,4,3,-2
9,highly correlated,fifty-fifty,often,>=7,large,5-10 hr,three week,fifty-fifty,inspired,very easy,moderate,between middle/high,low,between middle/high,low,1,12,6,3,-2
5,moderately correlated,often,always,5-6,large,>10 hr,one weeks,roughly,impatient,moderate,moderate,between middle/high,middle,low,between low/middle,1,10,4,4,-2
10,highly correlated,a little,often,>=7,medium to large,3-5 hr,three week,roughly,rewarding,moderate,difficult,low,between middle/high,low,between middle/high,1,10,4,6,-2
9,modestly correlated,often,always,5-6,large,>10 hr,three week,roughly,confused,simple,moderate,middle,between low/middle,low,between low/middle,1,10,6,2,-4
9,highly correlated,often,always,>=7,large,>10 hr,one weeks,roughly,interested,moderate,simple,between low/middle,middle,middle,low,1,16,5,4,-3
5,highly correlated,fifty-fifty,always,>=7,large,>10 hr,a month,no,interested,difficult,moderate,low,low,low,high,1,10,8,2,-4
10,highly correlated,a little,always,5-6,large,>10 hr,two weeks,fully qualified,motivated,simple,simple,between low/middle,middle,low,low,1,12,5,3,-5
3,moderately correlated,often,always,5-6,large,5-10 hr,three week,uncertain,rewarding,difficult,simple,low,middle,middle,middle,1,8,5,2,-2
8,highly correlated,a little,always,5-6,large,1-3 hr,a month,roughly,rewarding,difficult,simple,between middle/high,low,between middle/high,low,1,10,4,4,-2
8,moderately correlated,often,often,>=7,medium to large,5-10 hr,two weeks,fifty-fifty,interested,simple,moderate,low,low,low,middle,1,10,4,3,-6
7,highly correlated,often,often,>=7,medium,5-10 hr,a month,fully qualified,interested,very easy,moderate,between middle/high,low,low,between low/middle,1,12,5,4,-4
8,moderately correlated,a little,always,5-6,medium,>10 hr,three week,roughly,motivated,very easy,difficult,low,high,low,middle,1,8,4,2,-2
8,highly correlated,fifty-fifty,always,3-4,large,>10 hr,a month,fifty-fifty,interested,moderate,simple,between low/middle,low,between low/middle,high,1,12,5,3,-2
6,highly correlated,a little,always,>=7,medium to large,5-10 hr,two weeks,no,interested,difficult,moderate,low,low,high,between low/middle,1,8,4,2,-3
6,moderately correlated,fifty-fifty,always,5-6,medium to large,>10 hr,three week,uncertain,interested,moderate,moderate,middle,middle,low,low,1,8,5,4,-4
8,highly correlated,often,seldom,>=7,large,>10 hr,two weeks,uncertain,rewarding,moderate,very easy,between low/middle,middle,low,middle,1,8,6,2,-3
5,moderately correlated,often,always,>=7,medium to large,3-5 hr,a month,roughly,motivated,super hard,moderate,high,low,low,between low/middle,1,10,5,2,-3
5,moderately correlated,often,often,>=7,large,>10 hr,two weeks,fully qualified,motivated,super hard,moderate,between middle/high,middle,low,low,1,8,6,3,-3
7,highly correlated,often,common,5-6,small to medium,>10 hr,a month,fully qualified,motivated,simple,moderate,low,middle,between low/middle,low,1,10,4,5,-5
5,highly correlated,often,common,5-6,medium to large,>10 hr,three week,fifty-fifty,motivated,moderate,moderate,low,low,low,high,1,8,5,5,-4
1,highly correlated,often,always,>=7,medium,>10 hr,two weeks,fully qualified,rewarding,simple,super hard,between low/middle,middle,low,middle,1,8,4,2,-3
7,moderately correlated,often,always,>=7,medium to large,3-5 hr,three week,fully qualified,impatient,difficult,simple,between middle/high,between low/middle,between low/middle,low,1,12,4,2,-3
9,moderately correlated,often,common,>=7,medium to large,>10 hr,one weeks,roughly,interested,difficult,simple,between low/middle,between middle/high,low,between low/middle,1,10,4,3,-3
9,moderately correlated,uncertain,always,>=7,large,5-10 hr,one weeks,fully qualified,inspired,very easy,moderate,between low/middle,low,high,between low/middle,1,8,4,5,-2
3,highly correlated,often,often,5-6,large,3-5 hr,three week,fully qualified,impatient,very easy,moderate,between low/middle,low,between low/middle,middle,1,8,4,2,-4
7,moderately correlated,a little,always,>=7,large,>10 hr,two weeks,fully qualified,motivated,difficult,difficult,between low/middle,between low/middle,low,middle,1,8,6,5,-4
10,moderately correlated,fifty-fifty,often,>=7,medium,3-5 hr,a month,roughly,inspired,super hard,moderate,middle,low,low,low,1,10,4,3,-6
8,highly correlated,often,often,5-6,medium to large,5-10 hr,three week,fully qualified,worried,simple,moderate,high,low,low,low,1,12,4,2,-4
4,highly correlated,fifty-fifty,always,>=7,large,1-3 hr,a month,fully qualified,inspired,super hard,difficult,between middle/high,low,low,middle,1,8,5,3,-3
8,moderately correlated,a little,always,>=7,medium to large,5-10 hr,two weeks,fifty-fifty,interested,simple,difficult,low,middle,middle,between low/middle,1,8,4,2,-3
3,highly correlated,fifty-fifty,always,>=7,large,5-10 hr,a month,fully qualified,confused,moderate,difficult,between low/middle,between low/middle,low,high,1,8,7,4,-2
7,highly correlated,fifty-fifty,common,>=7,large,>10 hr,one weeks,fully qualified,impatient,moderate,moderate,low,low,middle,low,1,8,5,5,-6
1,highly correlated,often,always,5-6,medium to large,>10 hr,three week,uncertain,motivated,moderate,difficult,middle,between low/middle,middle,low,1,8,5,3,-3
10,highly correlated,fifty-fifty,common,>=7,large,5-10 hr,a month,roughly,interested,difficult,simple,low,low,middle,between middle/high,1,10,7,3,-3
6,highly correlated,a little,always,>=7,small to medium,5-10 hr,a month,roughly,bored,difficult,moderate,middle,low,between low/middle,between low/middle,1,8,4,2,-4
9,moderately correlated,often,seldom,5-6,large,>10 hr,one weeks,fifty-fifty,motivated,moderate,simple,low,low,between middle/high,low,1,8,4,3,-5
4,highly correlated,fifty-fifty,always,>=7,small to medium,>10 hr,a month,fifty-fifty,motivated,very easy,moderate,between low/middle,middle,low,between low/middle,1,8,5,2,-4
10,modestly correlated,fifty-fifty,always,>=7,medium to large,>10 hr,one weeks,fully qualified,impatient,moderate,difficult,middle,low,between low/middle,low,1,8,4,4,-5
10,highly correlated,fifty-fifty,common,>=7,large,>10 hr,a month,roughly,rewarding,very easy,moderate,middle,between low/middle,between low/middle,between low/middle,1,10,8,4,-3
5,moderately correlated,often,always,>=7,medium to large,5-10 hr,three week,fully qualified,inspired,super hard,simple,low,middle,low,low,1,10,5,2,-6
5,highly correlated,often,always,5-6,medium,5-10 hr,a month,roughly,inspired,simple,difficult,between low/middle,low,middle,low,1,12,4,4,-5
7,highly correlated,fifty-fifty,always,>=7,medium to large,3-5 hr,a month,uncertain,interested,moderate,simple,between low/middle,low,between middle/high,middle,1,12,5,2,-2
3,highly correlated,often,often,>=7,medium,3-5 hr,a month,fully qualified,interested,moderate,very easy,low,between middle/high,low,middle,1,8,4,4,-3
9,highly correlated,a little,always,>=7,large,>10 hr,two weeks,fully qualified,rewarding,very easy,very easy,between middle/high,middle,between low/middle,low,1,12,6,2,-2
8,highly correlated,often,common,>=7,large,<1 hr,a month,roughly,interested,moderate,simple,between middle/high,between middle/high,low,low,1,10,4,4,-2
6,highly correlated,fifty-fifty,always,>=7,large,>10 hr,three days,fully qualified,confused,difficult,simple,low,between middle/high,low,middle,1,10,4,2,-3
7,highly correlated,often,often,>=7,medium,>10 hr,two weeks,no,interested,moderate,moderate,between low/middle,low,low,between low/middle,1,12,4,3,-6
9,no correlation,often,always,5-6,medium,5-10 hr,a month,fully qualified,interested,difficult,super hard,between low/middle,low,low,between middle/high,1,8,4,2,-4
8,moderately correlated,fifty-fifty,always,>=7,large,>10 hr,two weeks,uncertain,motivated,simple,moderate,low,between low/middle,between middle/high,middle,1,10,6,2,-2
5,highly correlated,fifty-fifty,often,5-6,small to medium,>10 hr,a month,fifty-fifty,impatient,difficult,moderate,between low/middle,between low/middle,between low/middle,between low/middle,1,8,4,2,-4
9,moderately correlated,often,seldom,3-4,large,>10 hr,a month,fully qualified,inspired,moderate,super hard,between low/middle,between low/middle,low,between middle/high,1,8,5,4,-3
9,moderately correlated,often,common,5-6,large,5-10 hr,three week,fully qualified,confused,moderate,very easy,between low/middle,between low/middle,between middle/high,low,1,10,5,2,-3
10,moderately correlated,fifty-fifty,common,>=7,large,1-3 hr,three week,roughly,rewarding,difficult,simple,middle,middle,low,low,1,8,4,4,-4
10,highly correlated,a little,common,>=7,large,>10 hr,a month,uncertain,rewarding,moderate,difficult,low,low,between middle/high,between middle/high,1,8,8,4,-2
8,moderately correlated,fifty-fifty,always,3-4,large,>10 hr,three week,fifty-fifty,impatient,moderate,difficult,high,between low/middle,between low/middle,low,1,10,4,2,-2
10,highly correlated,often,common,5-6,large,3-5 hr,three week,fifty-fifty,interested,difficult,moderate,between middle/high,middle,low,low,1,12,4,4,-3
5,highly correlated,fifty-fifty,often,5-6,large,1-3 hr,a month,roughly,motivated,very easy,difficult,between low/middle,middle,between low/middle,between low/middle,1,8,4,2,-3
10,highly correlated,often,without cooperation,>=7,medium to large,>10 hr,one weeks,fully qualified,inspired,simple,super hard,middle,low,low,between low/middle,1,8,4,2,-5
10,highly correlated,a little,common,>=7,large,3-5 hr,three week,fully qualified,confused,difficult,moderate,low,between low/middle,between low/middle,between middle/high,1,8,5,4,-3
7,moderately correlated,often,common,>=7,large,>10 hr,three days,roughly,confused,difficult,moderate,low,between low/middle,middle,between middle/high,1,8,4,3,-2
8,moderately correlated,fifty-fifty,always,5-6,large,5-10 hr,two weeks,uncertain,inspired,simple,moderate,between low/middle,low,high,low,1,10,4,3,-3
7,moderately correlated,fifty-fifty,always,>=7,medium,>10 hr,two weeks,uncertain,interested,moderate,simple,between low/middle,between low/middle,high,low,1,10,4,2,-2
9,highly correlated,fifty-fifty,often,>=7,large,3-5 hr,a month,fully qualified,inspired,simple,super hard,between low/middle,between low/middle,between low/middle,low,1,12,6,2,-5
8,moderately correlated,fifty-fifty,often,>=7,medium to large,5-10 hr,a month,fifty-fifty,confused,moderate,moderate,low,between low/middle,between low/middle,low,1,8,6,3,-6
7,modestly correlated,often,always,>=7,large,>10 hr,three week,fully qualified,confused,moderate,moderate,low,low,middle,low,1,8,7,5,-6
4,moderately correlated,often,always,>=7,medium,>10 hr,a month,fully qualified,inspired,difficult,super hard,low,between low/middle,between low/middle,middle,1,8,6,3,-4
9,modestly correlated,often,often,5-6,large,5-10 hr,two weeks,roughly,interested,very easy,moderate,low,middle,high,low,1,8,4,3,-2
3,highly correlated,often,often,5-6,medium to large,3-5 hr,a month,roughly,inspired,difficult,very easy,low,between low/middle,low,between middle/high,1,8,4,3,-4
3,highly correlated,often,often,>=7,medium to large,>10 hr,three week,fifty-fifty,worried,moderate,moderate,middle,between low/middle,low,between low/middle,1,8,6,2,-4
10,moderately correlated,often,common,3-4,large,>10 hr,three week,fully qualified,interested,very easy,moderate,between low/middle,between middle/high,low,middle,1,10,4,4,-2
5,highly correlated,often,common,5-6,large,>10 hr,a month,fifty-fifty,impatient,difficult,moderate,between middle/high,low,low,between low/middle,1,8,7,2,-4
10,moderately correlated,often,always,>=7,large,3-5 hr,a month,fully qualified,confused,difficult,difficult,low,between low/middle,low,middle,1,14,6,3,-5
6,highly correlated,a little,always,>=7,medium to large,5-10 hr,a month,fully qualified,rewarding,simple,very easy,between low/middle,low,between low/middle,between middle/high,1,8,6,3,-3
7,highly correlated,often,seldom,5-6,large,>10 hr,two weeks,fully qualified,worried,difficult,moderate,middle,low,low,high,1,8,5,3,-2
5,moderately correlated,often,always,>=7,large,5-10 hr,two weeks,fifty-fifty,rewarding,moderate,simple,between middle/high,between low/middle,middle,low,1,10,5,4,-2
5,highly correlated,often,common,5-6,medium to large,>10 hr,a month,uncertain,inspired,moderate,very easy,between low/middle,middle,low,low,1,8,6,2,-5
10,highly correlated,fifty-fifty,seldom,3-4,large,>10 hr,three week,fully qualified,inspired,simple,very easy,middle,between low/middle,between low/middle,low,1,8,4,3,-4
9,modestly correlated,often,often,>=7,small to medium,>10 hr,three week,roughly,impatient,moderate,moderate,between low/middle,middle,between low/middle,between low/middle,1,8,4,4,-3
8,modestly correlated,often,always,>=7,large,3-5 hr,three week,fully qualified,interested,super hard,moderate,between low/middle,low,between middle/high,between low/middle,1,8,5,3,-3
8,moderately correlated,fifty-fifty,always,>=7,large,1-3 hr,a month,fully qualified,interested,simple,very easy,between low/middle,low,low,middle,1,10,5,2,-5
7,highly correlated,fifty-fifty,always,5-6,large,>10 hr,two weeks,fifty-fifty,interested,moderate,very easy,middle,middle,low,between low/middle,1,12,5,2,-3
10,highly correlated,often,always,5-6,large,5-10 hr,three week,fully qualified,interested,simple,difficult,between low/middle,between low/middle,middle,middle,1,16,5,4,-2
8,highly correlated,fifty-fifty,always,>=7,medium to large,5-10 hr,three week,roughly,interested,moderate,moderate,between low/middle,between low/middle,low,middle,1,12,5,6,-4
10,highly correlated,fifty-fifty,seldom,>=7,medium to large,5-10 hr,three week,fully qualified,interested,difficult,simple,low,between low/middle,between low/middle,between low/middle,1,8,5,4,-5
9,moderately correlated,uncertain,always,>=7,small,>10 hr,a month,roughly,interested,difficult,simple,low,middle,low,high,1,8,4,3,-2
